PDB_ID	RELEASE_DATE	SELECTED_SOURCE	REVISION_ORDINAL	REVISION_DATE	LEGACY_ORIGINAL_DATE	SOURCES_AGREE
4E8P	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8Q	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8R	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8T	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8V	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4EN5	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
4ENA	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
4ENB	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
4ENC	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
4ERJ	2012-07-18	_pdbx_audit_revision_history.revision_date	1	2012-07-18		
4ERL	2012-07-18	_pdbx_audit_revision_history.revision_date	1	2012-07-18		
4F8U	2012-08-15	_pdbx_audit_revision_history.revision_date	1	2012-08-15		
4F8V	2012-08-15	_pdbx_audit_revision_history.revision_date	1	2012-08-15		
4FAQ	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FAR	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FAU	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FAW	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FAX	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FB0	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4FE5	2012-06-27	_pdbx_audit_revision_history.revision_date	1	2012-06-27		
4FEJ	2013-02-27	_pdbx_audit_revision_history.revision_date	1	2013-02-27		
4FEL	2013-02-27	_pdbx_audit_revision_history.revision_date	1	2013-02-27		
4FEN	2013-02-27	_pdbx_audit_revision_history.revision_date	1	2013-02-27		
4FEO	2013-02-27	_pdbx_audit_revision_history.revision_date	1	2013-02-27		
4FEP	2013-02-27	_pdbx_audit_revision_history.revision_date	1	2013-02-27		
4FNJ	2012-10-17	_pdbx_audit_revision_history.revision_date	1	2012-10-17		
4FRG	2012-10-17	_pdbx_audit_revision_history.revision_date	1	2012-10-17		
4FRN	2012-10-17	_pdbx_audit_revision_history.revision_date	1	2012-10-17		
4G6P	2012-08-15	_pdbx_audit_revision_history.revision_date	1	2012-08-15		
4G6R	2012-08-15	_pdbx_audit_revision_history.revision_date	1	2012-08-15		
4G6S	2012-08-08	_pdbx_audit_revision_history.revision_date	1	2012-08-08		
4GMA	2012-10-17	_pdbx_audit_revision_history.revision_date	1	2012-10-17		
4GPW	2013-04-03	_pdbx_audit_revision_history.revision_date	1	2013-04-03		
4GPX	2013-04-03	_pdbx_audit_revision_history.revision_date	1	2013-04-03		
4GPY	2013-04-03	_pdbx_audit_revision_history.revision_date	1	2013-04-03		
4GXY	2012-10-17	_pdbx_audit_revision_history.revision_date	1	2012-10-17		
4IQS	2013-12-25	_pdbx_audit_revision_history.revision_date	1	2013-12-25		
4J50	2013-02-20	_pdbx_audit_revision_history.revision_date	1	2013-02-20		
4JAB	2014-01-29	_pdbx_audit_revision_history.revision_date	1	2014-01-29		
4JAH	2014-01-29	_pdbx_audit_revision_history.revision_date	1	2014-01-29		
4JF2	2013-04-17	_pdbx_audit_revision_history.revision_date	1	2013-04-17		
4JIY	2013-09-04	_pdbx_audit_revision_history.revision_date	1	2013-09-04		
4JRC	2013-04-24	_pdbx_audit_revision_history.revision_date	1	2013-04-24		
4JRD	2013-06-05	_pdbx_audit_revision_history.revision_date	1	2013-06-05		
4JRT	2013-06-05	_pdbx_audit_revision_history.revision_date	1	2013-06-05		
4K27	2013-11-27	_pdbx_audit_revision_history.revision_date	1	2013-11-27		
4K31	2013-07-31	_pdbx_audit_revision_history.revision_date	1	2013-07-31		
4K32	2013-07-31	_pdbx_audit_revision_history.revision_date	1	2013-07-31		
4KQY	2013-08-07	_pdbx_audit_revision_history.revision_date	1	2013-08-07		
4KYY	2013-06-12	_pdbx_audit_revision_history.revision_date	1	2013-06-12		
4KZ2	2013-10-16	_pdbx_audit_revision_history.revision_date	1	2013-10-16		
4L81	2014-05-28	_pdbx_audit_revision_history.revision_date	1	2014-05-28		
4LVV	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LVW	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LVX	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LVY	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LVZ	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LW0	2014-03-19	_pdbx_audit_revision_history.revision_date	1	2014-03-19		
4LX5	2014-07-16	_pdbx_audit_revision_history.revision_date	1	2014-07-16		
4LX6	2014-07-16	_pdbx_audit_revision_history.revision_date	1	2014-07-16		
4MCE	2014-09-24	_pdbx_audit_revision_history.revision_date	1	2014-09-24		
4MCF	2014-11-12	_pdbx_audit_revision_history.revision_date	1	2014-11-12		
4MEG	2013-10-16	_pdbx_audit_revision_history.revision_date	1	2013-10-16		
4MEH	2013-10-16	_pdbx_audit_revision_history.revision_date	1	2013-10-16		
4MGM	2013-10-23	_pdbx_audit_revision_history.revision_date	1	2013-10-23		
4MGN	2013-10-23	_pdbx_audit_revision_history.revision_date	1	2013-10-23		
4MS9	2014-02-12	_pdbx_audit_revision_history.revision_date	1	2014-02-12		
4MSB	2014-02-12	_pdbx_audit_revision_history.revision_date	1	2014-02-12		
4MSR	2014-02-12	_pdbx_audit_revision_history.revision_date	1	2014-02-12		
4NFO	2014-07-02	_pdbx_audit_revision_history.revision_date	1	2014-07-02		
4NFP	2014-07-02	_pdbx_audit_revision_history.revision_date	1	2014-07-02		
4NFQ	2014-07-02	_pdbx_audit_revision_history.revision_date	1	2014-07-02		
4NLF	2014-11-19	_pdbx_audit_revision_history.revision_date	1	2014-11-19		
4NMG	2014-11-19	_pdbx_audit_revision_history.revision_date	1	2014-11-19		
4NXH	2014-12-10	_pdbx_audit_revision_history.revision_date	1	2014-12-10		
4NYA	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4NYB	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4NYC	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4NYD	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4NYG	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4O41	2014-07-09	_pdbx_audit_revision_history.revision_date	1	2014-07-09		
4OJI	2014-07-23	_pdbx_audit_revision_history.revision_date	1	2014-07-23		
4OQU	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4P20	2014-05-07	_pdbx_audit_revision_history.revision_date	1	2014-05-07		
4P3S	2016-05-04	_pdbx_audit_revision_history.revision_date	1	2016-05-04		
4P3T	2016-05-04	_pdbx_audit_revision_history.revision_date	1	2016-05-04		
4P3U	2016-05-04	_pdbx_audit_revision_history.revision_date	1	2016-05-04		
4P43	2016-05-04	_pdbx_audit_revision_history.revision_date	1	2016-05-04		
4P5J	2014-06-04	_pdbx_audit_revision_history.revision_date	1	2014-06-04		
4P8Z	2014-05-28	_pdbx_audit_revision_history.revision_date	1	2014-05-28		
4P97	2015-03-04	_pdbx_audit_revision_history.revision_date	1	2015-03-04		
4P9R	2014-05-28	_pdbx_audit_revision_history.revision_date	1	2014-05-28		
4PCJ	2014-10-29	_pdbx_audit_revision_history.revision_date	1	2014-10-29		
4PCO	2015-10-14	_pdbx_audit_revision_history.revision_date	1	2015-10-14		
4PDQ	2015-01-07	_pdbx_audit_revision_history.revision_date	1	2015-01-07		
4PHY	2015-02-18	_pdbx_audit_revision_history.revision_date	1	2015-02-18		
4PLX	2014-06-25	_pdbx_audit_revision_history.revision_date	1	2014-06-25		
4PQV	2014-04-30	_pdbx_audit_revision_history.revision_date	1	2014-04-30		
4QJD	2014-09-03	_pdbx_audit_revision_history.revision_date	1	2014-09-03		
4QJH	2014-09-03	_pdbx_audit_revision_history.revision_date	1	2014-09-03		
4QK8	2014-08-06	_pdbx_audit_revision_history.revision_date	1	2014-08-06		
4QK9	2014-08-06	_pdbx_audit_revision_history.revision_date	1	2014-08-06		
4QKA	2014-08-06	_pdbx_audit_revision_history.revision_date	1	2014-08-06		
4QLM	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4QLN	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4R0D	2014-10-01	_pdbx_audit_revision_history.revision_date	1	2014-10-01		
4R4P	2015-09-30	_pdbx_audit_revision_history.revision_date	1	2015-09-30		
4R4V	2015-09-30	_pdbx_audit_revision_history.revision_date	1	2015-09-30		
4RBQ	2015-11-11	_pdbx_audit_revision_history.revision_date	1	2015-11-11		
4RBY	2015-09-16	_pdbx_audit_revision_history.revision_date	1	2015-09-16		
4RBZ	2015-09-16	_pdbx_audit_revision_history.revision_date	1	2015-09-16		
4RC0	2015-09-16	_pdbx_audit_revision_history.revision_date	1	2015-09-16		
4RGE	2014-12-03	_pdbx_audit_revision_history.revision_date	1	2014-12-03		
4RGF	2014-12-03	_pdbx_audit_revision_history.revision_date	1	2014-12-03		
4RJ1	2014-11-12	_pdbx_audit_revision_history.revision_date	1	2014-11-12		
4RKV	2014-11-19	_pdbx_audit_revision_history.revision_date	1	2014-11-19		
4RNE	2014-11-19	_pdbx_audit_revision_history.revision_date	1	2014-11-19		
4RUM	2015-04-08	_pdbx_audit_revision_history.revision_date	1	2015-04-08		
4RZD	2015-07-01	_pdbx_audit_revision_history.revision_date	1	2015-07-01		
4TNA	1978-04-12	_pdbx_audit_revision_history.revision_date	1	1978-04-12		
4TRA	1987-11-06	_pdbx_audit_revision_history.revision_date	1	1987-11-06		
4TS0	2014-07-23	_pdbx_audit_revision_history.revision_date	1	2014-07-23		
4TS2	2014-07-23	_pdbx_audit_revision_history.revision_date	1	2014-07-23		
4TZX	2014-09-10	_pdbx_audit_revision_history.revision_date	1	2014-09-10		
4TZY	2014-09-10	_pdbx_audit_revision_history.revision_date	1	2014-09-10		
4U34	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4U35	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4U37	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4U38	2014-08-13	_pdbx_audit_revision_history.revision_date	1	2014-08-13		
4U3L	2015-07-29	_pdbx_audit_revision_history.revision_date	1	2015-07-29		
4U3O	2015-07-29	_pdbx_audit_revision_history.revision_date	1	2015-07-29		
4U3P	2015-07-29	_pdbx_audit_revision_history.revision_date	1	2015-07-29		
4U3R	2015-07-29	_pdbx_audit_revision_history.revision_date	1	2015-07-29		
4U47	2015-08-05	_pdbx_audit_revision_history.revision_date	1	2015-08-05		
4U78	2015-08-26	_pdbx_audit_revision_history.revision_date	1	2015-08-26		
4WFL	2014-10-15	_pdbx_audit_revision_history.revision_date	1	2014-10-15		
4WFM	2014-10-15	_pdbx_audit_revision_history.revision_date	1	2014-10-15		
4XK0	2015-02-11	_pdbx_audit_revision_history.revision_date	1	2015-02-11		
4XNR	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
4XW0	2016-01-13	_pdbx_audit_revision_history.revision_date	1	2016-01-13		
4XW1	2016-01-13	_pdbx_audit_revision_history.revision_date	1	2016-01-13		
4XW7	2015-09-09	_pdbx_audit_revision_history.revision_date	1	2015-09-09		
4XWF	2015-09-09	_pdbx_audit_revision_history.revision_date	1	2015-09-09		
4Y1I	2015-04-08	_pdbx_audit_revision_history.revision_date	1	2015-04-08		
4Y1J	2015-04-08	_pdbx_audit_revision_history.revision_date	1	2015-04-08		
4Y1M	2015-04-08	_pdbx_audit_revision_history.revision_date	1	2015-04-08		
4Y1N	2015-10-14	_pdbx_audit_revision_history.revision_date	1	2015-10-14		
4Y1O	2015-10-14	_pdbx_audit_revision_history.revision_date	1	2015-10-14		
4Y27	2015-11-18	_pdbx_audit_revision_history.revision_date	1	2015-11-18		
4YAZ	2015-04-15	_pdbx_audit_revision_history.revision_date	1	2015-04-15		
4YB0	2015-04-15	_pdbx_audit_revision_history.revision_date	1	2015-04-15		
4YN6	2015-04-22	_pdbx_audit_revision_history.revision_date	1	2015-04-22		
4ZC7	2015-08-26	_pdbx_audit_revision_history.revision_date	1	2015-08-26		
4ZNP	2015-08-26	_pdbx_audit_revision_history.revision_date	1	2015-08-26		
5A17	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
5A18	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
5AY2	2015-10-21	_pdbx_audit_revision_history.revision_date	1	2015-10-21		
5AY3	2015-10-21	_pdbx_audit_revision_history.revision_date	1	2015-10-21		
5AY4	2015-10-21	_pdbx_audit_revision_history.revision_date	1	2015-10-21		
5BJO	2017-09-27	_pdbx_audit_revision_history.revision_date	1	2017-09-27		
5BJP	2017-09-27	_pdbx_audit_revision_history.revision_date	1	2017-09-27		
5BTM	2015-07-15	_pdbx_audit_revision_history.revision_date	1	2015-07-15		
5BTP	2015-08-12	_pdbx_audit_revision_history.revision_date	1	2015-08-12		
5C45	2015-10-07	_pdbx_audit_revision_history.revision_date	1	2015-10-07		
5C5W	2015-10-14	_pdbx_audit_revision_history.revision_date	1	2015-10-14		
5C7U	2015-08-12	_pdbx_audit_revision_history.revision_date	1	2015-08-12		
5C7W	2015-08-12	_pdbx_audit_revision_history.revision_date	1	2015-08-12		
5CNR	2016-03-09	_pdbx_audit_revision_history.revision_date	1	2016-03-09		
5D5L	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
5D8T	2016-06-29	_pdbx_audit_revision_history.revision_date	1	2016-06-29		
5D99	2016-04-13	_pdbx_audit_revision_history.revision_date	1	2016-04-13		
5DA6	2016-04-13	_pdbx_audit_revision_history.revision_date	1	2016-04-13		
5DER	2016-06-29	_pdbx_audit_revision_history.revision_date	1	2016-06-29		
5DH7	2015-10-07	_pdbx_audit_revision_history.revision_date	1	2015-10-07		
5DHB	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5DHC	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5DO5	2016-09-21	_pdbx_audit_revision_history.revision_date	1	2016-09-21		
5DUN	2015-10-28	_pdbx_audit_revision_history.revision_date	1	2015-10-28		
5E54	2016-11-23	_pdbx_audit_revision_history.revision_date	1	2016-11-23		
5EAO	2016-02-24	_pdbx_audit_revision_history.revision_date	1	2016-02-24		
5EAQ	2016-02-24	_pdbx_audit_revision_history.revision_date	1	2016-02-24		
5EW4	2016-02-24	_pdbx_audit_revision_history.revision_date	1	2016-02-24		
5EW7	2016-02-24	_pdbx_audit_revision_history.revision_date	1	2016-02-24		
5FJ0	2016-09-28	_pdbx_audit_revision_history.revision_date	1	2016-09-28		
5FJ1	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FJC	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK1	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK2	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK3	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK4	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK5	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FK6	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FKD	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FKE	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FKF	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FKG	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5FKH	2016-05-25	_pdbx_audit_revision_history.revision_date	1	2016-05-25		
5G2Y	2016-05-04	_pdbx_audit_revision_history.revision_date	1	2016-05-04		
5G4T	2016-09-28	_pdbx_audit_revision_history.revision_date	1	2016-09-28		
5HBW	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5HBX	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5HBY	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5HN2	2016-04-27	_pdbx_audit_revision_history.revision_date	1	2016-04-27		
5HNJ	2016-04-27	_pdbx_audit_revision_history.revision_date	1	2016-04-27		
5HNQ	2016-04-27	_pdbx_audit_revision_history.revision_date	1	2016-04-27		
5IEM	2016-11-02	_pdbx_audit_revision_history.revision_date	1	2016-11-02		
5J01	2016-12-14	_pdbx_audit_revision_history.revision_date	1	2016-12-14		
5J02	2016-12-14	_pdbx_audit_revision_history.revision_date	1	2016-12-14		
5K8H	2016-07-06	_pdbx_audit_revision_history.revision_date	1	2016-07-06		
5KH8	2017-07-19	_pdbx_audit_revision_history.revision_date	1	2017-07-19		
5KMZ	2016-10-12	_pdbx_audit_revision_history.revision_date	1	2016-10-12		
5KPY	2017-01-11	_pdbx_audit_revision_history.revision_date	1	2017-01-11		
5KQE	2016-08-24	_pdbx_audit_revision_history.revision_date	1	2016-08-24		
5KRG	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5KTJ	2016-10-05	_pdbx_audit_revision_history.revision_date	1	2016-10-05		
5KVJ	2016-08-03	_pdbx_audit_revision_history.revision_date	1	2016-08-03		
5KX9	2016-08-24	_pdbx_audit_revision_history.revision_date	1	2016-08-24		
5L00	2016-12-07	_pdbx_audit_revision_history.revision_date	1	2016-12-07		
5L4O	2017-03-01	_pdbx_audit_revision_history.revision_date	1	2017-03-01		
5LQO	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5LQT	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5LR3	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5LR4	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5LR5	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5LSN	2017-09-20	_pdbx_audit_revision_history.revision_date	1	2017-09-20		
5LWJ	2016-12-14	_pdbx_audit_revision_history.revision_date	1	2016-12-14		
5LYS	2017-01-25	_pdbx_audit_revision_history.revision_date	1	2017-01-25		
5LYU	2017-01-25	_pdbx_audit_revision_history.revision_date	1	2017-01-25		
5LYV	2017-01-25	_pdbx_audit_revision_history.revision_date	1	2017-01-25		
5M0H	2017-01-18	_pdbx_audit_revision_history.revision_date	1	2017-01-18		
5ML7	2017-12-20	_pdbx_audit_revision_history.revision_date	1	2017-12-20		
5MRX	2018-01-17	_pdbx_audit_revision_history.revision_date	1	2018-01-17		
5MWI	2017-03-08	_pdbx_audit_revision_history.revision_date	1	2017-03-08		
5N5C	2018-03-14	_pdbx_audit_revision_history.revision_date	1	2018-03-14		
5NDH	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NDI	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NEF	2017-06-07	_pdbx_audit_revision_history.revision_date	1	2017-06-07		
5NEO	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NEP	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NEQ	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NEX	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NOM	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5NQI	2017-07-26	_pdbx_audit_revision_history.revision_date	1	2017-07-26		
5NWQ	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5NXT	2017-11-29	_pdbx_audit_revision_history.revision_date	1	2017-11-29		
5NY8	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5NZ3	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5NZ6	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5NZD	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5O62	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5O69	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5OB3	2017-10-04	_pdbx_audit_revision_history.revision_date	1	2017-10-04		
5OR0	2017-08-30	_pdbx_audit_revision_history.revision_date	1	2017-08-30		
5SWD	2016-11-23	_pdbx_audit_revision_history.revision_date	1	2016-11-23		
5SWE	2016-11-23	_pdbx_audit_revision_history.revision_date	1	2016-11-23		
5T3K	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5T83	2017-01-11	_pdbx_audit_revision_history.revision_date	1	2017-01-11		
5TDJ	2017-01-11	_pdbx_audit_revision_history.revision_date	1	2017-01-11		
5TDK	2017-01-11	_pdbx_audit_revision_history.revision_date	1	2017-01-11		
5TGP	2017-10-18	_pdbx_audit_revision_history.revision_date	1	2017-10-18		
5TKO	2017-10-11	_pdbx_audit_revision_history.revision_date	1	2017-10-11		
5TPY	2016-12-14	_pdbx_audit_revision_history.revision_date	1	2016-12-14		
5U3G	2017-02-01	_pdbx_audit_revision_history.revision_date	1	2017-02-01		
5UED	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5UEE	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5UEF	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5UEG	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5UF3	2017-05-31	_pdbx_audit_revision_history.revision_date	1	2017-05-31		
5UNE	2017-03-29	_pdbx_audit_revision_history.revision_date	1	2017-03-29		
5UX3	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5UZ6	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5UZA	2018-02-28	_pdbx_audit_revision_history.revision_date	1	2018-02-28		
5UZT	2017-05-10	_pdbx_audit_revision_history.revision_date	1	2017-05-10		
5V0H	2017-03-08	_pdbx_audit_revision_history.revision_date	1	2017-03-08		
5V0J	2017-03-08	_pdbx_audit_revision_history.revision_date	1	2017-03-08		
5V0K	2017-03-08	_pdbx_audit_revision_history.revision_date	1	2017-03-08		
5V0O	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5V16	2017-07-12	_pdbx_audit_revision_history.revision_date	1	2017-07-12		
5V17	2017-07-12	_pdbx_audit_revision_history.revision_date	1	2017-07-12		
5V1K	2017-06-21	_pdbx_audit_revision_history.revision_date	1	2017-06-21		
5V1L	2017-06-14	_pdbx_audit_revision_history.revision_date	1	2017-06-14		
5V2H	2017-06-14	_pdbx_audit_revision_history.revision_date	1	2017-06-14		
5V2R	2017-07-26	_pdbx_audit_revision_history.revision_date	1	2017-07-26		
5V3F	2017-05-24	_pdbx_audit_revision_history.revision_date	1	2017-05-24		
5V3I	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5V9Z	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5VCF	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5VCI	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5VGW	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
5VH7	2017-06-28	_pdbx_audit_revision_history.revision_date	1	2017-06-28		
5VH8	2017-06-28	_pdbx_audit_revision_history.revision_date	1	2017-06-28		
5VJ9	2017-06-28	_pdbx_audit_revision_history.revision_date	1	2017-06-28		
5VJB	2017-06-28	_pdbx_audit_revision_history.revision_date	1	2017-06-28		
5VR4	2017-10-04	_pdbx_audit_revision_history.revision_date	1	2017-10-04		
5WQ1	2017-07-05	_pdbx_audit_revision_history.revision_date	1	2017-07-05		
5XI1	2018-08-08	_pdbx_audit_revision_history.revision_date	1	2018-08-08		
5XWG	2017-10-11	_pdbx_audit_revision_history.revision_date	1	2017-10-11		
5XZ1	2018-07-18	_pdbx_audit_revision_history.revision_date	1	2018-07-18		
5Z1H	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
5Z1I	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
5Z71	2019-01-30	_pdbx_audit_revision_history.revision_date	1	2019-01-30		
5ZEG	2018-03-21	_pdbx_audit_revision_history.revision_date	1	2018-03-21		
5ZEI	2018-03-21	_pdbx_audit_revision_history.revision_date	1	2018-03-21		
5ZEJ	2018-03-21	_pdbx_audit_revision_history.revision_date	1	2018-03-21		
5ZEM	2018-03-21	_pdbx_audit_revision_history.revision_date	1	2018-03-21		
6AAS	2019-06-05	_pdbx_audit_revision_history.revision_date	1	2019-06-05		
6AAU	2019-06-05	_pdbx_audit_revision_history.revision_date	1	2019-06-05		
6AZ4	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
6BFB	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
6BG9	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
6BGB	2017-12-06	_pdbx_audit_revision_history.revision_date	1	2017-12-06		
6BJX	2018-07-04	_pdbx_audit_revision_history.revision_date	1	2018-07-04		
6BMD	2018-02-21	_pdbx_audit_revision_history.revision_date	1	2018-02-21		
6BY4	2018-06-13	_pdbx_audit_revision_history.revision_date	1	2018-06-13		
6BY5	2018-06-13	_pdbx_audit_revision_history.revision_date	1	2018-06-13		
6C27	2019-01-09	_pdbx_audit_revision_history.revision_date	1	2019-01-09		
6C63	2018-08-08	_pdbx_audit_revision_history.revision_date	1	2018-08-08		
6C64	2018-08-08	_pdbx_audit_revision_history.revision_date	1	2018-08-08		
6C65	2018-08-08	_pdbx_audit_revision_history.revision_date	1	2018-08-08		
6C8D	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8E	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8I	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8J	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8K	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8L	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8M	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8N	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6C8O	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6CAB	2018-05-30	_pdbx_audit_revision_history.revision_date	1	2018-05-30		
6CB3	2018-06-13	_pdbx_audit_revision_history.revision_date	1	2018-06-13		
6CC1	2018-06-13	_pdbx_audit_revision_history.revision_date	1	2018-06-13		
6CC3	2018-06-13	_pdbx_audit_revision_history.revision_date	1	2018-06-13		
6CHR	2018-11-21	_pdbx_audit_revision_history.revision_date	1	2018-11-21		
6CIH	2018-11-21	_pdbx_audit_revision_history.revision_date	1	2018-11-21		
6CK4	2018-06-20	_pdbx_audit_revision_history.revision_date	1	2018-06-20		
6CK5	2018-06-20	_pdbx_audit_revision_history.revision_date	1	2018-06-20		
6CU1	2018-10-31	_pdbx_audit_revision_history.revision_date	1	2018-10-31		
6CXZ	2018-08-29	_pdbx_audit_revision_history.revision_date	1	2018-08-29		
6CY0	2018-08-29	_pdbx_audit_revision_history.revision_date	1	2018-08-29		
